DEP;DEPNOMBRE;MUN;MUNNOMBRE;ZONA;PUESTO;PUESNOMBRE;MESA;CORCODIGO;CORNOMBRE;MESAFUERATERMINOS;OBSERVACIONNOVEDADMESA;FECHALLEGADA;SUFRAGANTES;ESTADOSOBRE;TOTALVOTOSURNA;TOTALVOTOSINCINERADOS;CANTIDADFIRMAS;SUFRAGANTESSEGUNE11;TACHADURASBORRONES;OBSERVACIONTACHADURASBORRONES;RECUENTOJURADOS;RECUENTOJURADOSSOLICITADOPOR;RECUENTOSOLICITADOREPRESENTACIONPARTIDO;OBSERVACIONRECONTADA;RECONTADAAUXILIAR;RECONTADAZONAL;RECONTADAMUNICIPAL;RECONTADAGENERAL;RECONTADANACIONAL;EXCLUIDA;MODIFICADA;APELADA
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;001;01;PRESIDENTE;NO;;;217;BUEN ESTADO;217;0;6;217;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;002;01;PRESIDENTE;NO;;;226;BUEN ESTADO;226;0;6;226;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;003;01;PRESIDENTE;NO;;;215;BUEN ESTADO;209;0;6;209;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;004;01;PRESIDENTE;NO;;;255;BUEN ESTADO;255;0;6;255;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;005;01;PRESIDENTE;NO;;;232;BUEN ESTADO;231;1;6;232;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;006;01;PRESIDENTE;NO;;;237;BUEN ESTADO;237;0;6;237;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;007;01;PRESIDENTE;NO;;;193;BUEN ESTADO;193;0;6;193;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;008;01;PRESIDENTE;NO;;;208;BUEN ESTADO;208;0;6;208;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;009;01;PRESIDENTE;NO;;;194;BUEN ESTADO;194;0;6;194;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;010;01;PRESIDENTE;NO;;;259;BUEN ESTADO;258;0;6;259;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;011;01;PRESIDENTE;NO;;;247;BUEN ESTADO;247;0;6;247;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;012;01;PRESIDENTE;NO;;;227;BUEN ESTADO;227;0;6;227;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;013;01;PRESIDENTE;NO;;;222;BUEN ESTADO;222;0;6;222;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;014;01;PRESIDENTE;NO;;;222;BUEN ESTADO;222;0;6;222;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;015;01;PRESIDENTE;NO;;;222;BUEN ESTADO;222;0;6;222;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;016;01;PRESIDENTE;NO;;;238;BUEN ESTADO;238;0;6;238;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;017;01;PRESIDENTE;NO;;;219;BUEN ESTADO;219;0;6;219;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;018;01;PRESIDENTE;NO;;;236;BUEN ESTADO;236;0;6;236;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;019;01;PRESIDENTE;NO;;;223;BUEN ESTADO;223;0;6;223;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;020;01;PRESIDENTE;NO;;;360;BUEN ESTADO;221;0;6;360;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;021;01;PRESIDENTE;NO;;;217;BUEN ESTADO;217;0;6;217;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;022;01;PRESIDENTE;NO;;;156;BUEN ESTADO;156;0;6;156;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;023;01;PRESIDENTE;NO;;;103;BUEN ESTADO;103;0;6;103;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;024;01;PRESIDENTE;NO;;;128;BUEN ESTADO;128;0;6;128;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;025;01;PRESIDENTE;NO;;;113;BUEN ESTADO;113;0;6;113;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;026;01;PRESIDENTE;NO;;;143;BUEN ESTADO;143;0;6;143;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;027;01;PRESIDENTE;NO;;;127;BUEN ESTADO;127;0;6;127;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;028;01;PRESIDENTE;NO;;;150;BUEN ESTADO;150;0;6;150;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;029;01;PRESIDENTE;NO;;;192;BUEN ESTADO;192;0;6;192;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;030;01;PRESIDENTE;NO;;;176;BUEN ESTADO;176;0;6;176;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;031;01;PRESIDENTE;NO;;;141;BUEN ESTADO;141;0;6;141;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;01;I.E.D.ELPANDO;032;01;PRESIDENTE;NO;;;183;BUEN ESTADO;63;0;6;63;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;001;01;PRESIDENTE;NO;;;115;BUEN ESTADO;115;0;6;115;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;002;01;PRESIDENTE;NO;;;168;BUEN ESTADO;168;0;6;168;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;003;01;PRESIDENTE;NO;;;173;BUEN ESTADO;173;0;6;173;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;004;01;PRESIDENTE;NO;;;167;BUEN ESTADO;167;0;6;167;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;005;01;PRESIDENTE;NO;;;154;BUEN ESTADO;154;0;6;154;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;006;01;PRESIDENTE;NO;;;158;BUEN ESTADO;158;0;6;158;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;007;01;PRESIDENTE;NO;;;159;BUEN ESTADO;159;0;6;159;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;008;01;PRESIDENTE;NO;;;108;BUEN ESTADO;107;0;6;107;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;009;01;PRESIDENTE;NO;;;121;BUEN ESTADO;121;0;6;121;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;010;01;PRESIDENTE;NO;;;125;BUEN ESTADO;125;0;6;125;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;011;01;PRESIDENTE;NO;;;121;BUEN ESTADO;121;0;6;121;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;012;01;PRESIDENTE;NO;;;115;BUEN ESTADO;115;0;6;115;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;02;IEDELPANDOSEDE2JOSECELEDONGARCIA;013;01;PRESIDENTE;NO;;;49;BUEN ESTADO;49;0;6;49;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;001;01;PRESIDENTE;NO;;;244;BUEN ESTADO;244;0;6;244;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;002;01;PRESIDENTE;NO;;;248;BUEN ESTADO;248;0;6;248;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;003;01;PRESIDENTE;NO;;;271;BUEN ESTADO;271;0;6;271;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;004;01;PRESIDENTE;NO;;;279;BUEN ESTADO;279;0;6;279;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;005;01;PRESIDENTE;NO;;;269;BUEN ESTADO;269;0;6;269;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;006;01;PRESIDENTE;NO;;;236;BUEN ESTADO;236;0;6;236;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;007;01;PRESIDENTE;NO;;;201;BUEN ESTADO;201;0;6;201;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;008;01;PRESIDENTE;NO;;;242;BUEN ESTADO;242;0;6;242;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;009;01;PRESIDENTE;NO;;;216;BUEN ESTADO;216;0;6;216;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;010;01;PRESIDENTE;NO;;;260;BUEN ESTADO;260;0;6;260;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;011;01;PRESIDENTE;NO;;;279;BUEN ESTADO;279;0;6;279;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;012;01;PRESIDENTE;NO;;;258;BUEN ESTADO;258;0;6;258;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;013;01;PRESIDENTE;NO;;;236;BUEN ESTADO;236;0;6;236;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;014;01;PRESIDENTE;NO;;;237;BUEN ESTADO;237;0;6;237;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;015;01;PRESIDENTE;NO;;;229;BUEN ESTADO;229;0;6;229;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;016;01;PRESIDENTE;NO;;;253;BUEN ESTADO;253;0;6;253;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;017;01;PRESIDENTE;NO;;;243;BUEN ESTADO;243;0;6;243;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;018;01;PRESIDENTE;NO;;;242;BUEN ESTADO;242;0;6;242;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;019;01;PRESIDENTE;NO;;;244;BUEN ESTADO;244;0;6;244;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;020;01;PRESIDENTE;NO;;;260;BUEN ESTADO;260;0;6;260;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;021;01;PRESIDENTE;NO;;;197;BUEN ESTADO;197;0;6;197;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;022;01;PRESIDENTE;NO;;;147;BUEN ESTADO;147;0;6;147;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;023;01;PRESIDENTE;NO;;;134;BUEN ESTADO;134;0;6;134;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;024;01;PRESIDENTE;NO;;;158;BUEN ESTADO;158;0;6;158;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;025;01;PRESIDENTE;NO;;;141;BUEN ESTADO;141;0;6;141;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;026;01;PRESIDENTE;NO;;;155;BUEN ESTADO;155;0;6;155;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;03;I.E.D.ELPARQUE;027;01;PRESIDENTE;NO;;;103;BUEN ESTADO;103;0;6;103;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;001;01;PRESIDENTE;NO;;;291;BUEN ESTADO;291;0;6;291;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;002;01;PRESIDENTE;NO;;;257;BUEN ESTADO;257;0;6;257;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;003;01;PRESIDENTE;NO;;;276;BUEN ESTADO;276;0;6;276;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;004;01;PRESIDENTE;NO;;;290;BUEN ESTADO;290;0;6;290;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;005;01;PRESIDENTE;NO;;;245;BUEN ESTADO;245;0;6;245;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;006;01;PRESIDENTE;NO;;;265;BUEN ESTADO;265;0;6;265;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;007;01;PRESIDENTE;NO;;;213;BUEN ESTADO;213;0;6;213;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;008;01;PRESIDENTE;NO;;;175;BUEN ESTADO;175;0;6;175;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;009;01;PRESIDENTE;NO;;;178;BUEN ESTADO;178;0;6;178;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;010;01;PRESIDENTE;NO;;;184;BUEN ESTADO;184;0;6;184;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;011;01;PRESIDENTE;NO;;;180;BUEN ESTADO;180;0;6;180;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;012;01;PRESIDENTE;NO;;;198;BUEN ESTADO;198;0;6;198;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;013;01;PRESIDENTE;NO;;;203;BUEN ESTADO;203;0;6;203;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;014;01;PRESIDENTE;NO;;;202;BUEN ESTADO;202;0;6;202;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;015;01;PRESIDENTE;NO;;;190;BUEN ESTADO;190;0;6;190;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;016;01;PRESIDENTE;NO;;;174;BUEN ESTADO;174;0;6;174;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;017;01;PRESIDENTE;NO;;;193;BUEN ESTADO;193;0;6;193;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;018;01;PRESIDENTE;NO;;;175;BUEN ESTADO;175;0;6;175;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;019;01;PRESIDENTE;NO;;;190;BUEN ESTADO;189;0;6;190;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;020;01;PRESIDENTE;NO;;;165;BUEN ESTADO;165;0;6;165;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;021;01;PRESIDENTE;NO;;;190;BUEN ESTADO;190;0;6;190;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;022;01;PRESIDENTE;NO;;;167;BUEN ESTADO;167;0;6;167;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;04;I.E.DLIBANO;023;01;PRESIDENTE;NO;;;61;BUEN ESTADO;61;0;6;61;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;001;01;PRESIDENTE;NO;;;220;BUEN ESTADO;219;1;6;220;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;002;01;PRESIDENTE;NO;;;219;BUEN ESTADO;219;0;6;219;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;003;01;PRESIDENTE;NO;;;227;BUEN ESTADO;227;0;6;227;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;004;01;PRESIDENTE;NO;;;213;BUEN ESTADO;213;0;6;213;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;005;01;PRESIDENTE;NO;;;200;BUEN ESTADO;200;0;6;200;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;006;01;PRESIDENTE;NO;;;240;BUEN ESTADO;240;0;6;240;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;007;01;PRESIDENTE;NO;;;207;BUEN ESTADO;207;0;6;207;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;008;01;PRESIDENTE;NO;;;217;BUEN ESTADO;217;0;6;217;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;009;01;PRESIDENTE;NO;;;209;BUEN ESTADO;209;0;6;209;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;010;01;PRESIDENTE;NO;;;225;BUEN ESTADO;225;0;6;225;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;011;01;PRESIDENTE;NO;;;208;BUEN ESTADO;207;0;6;207;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;012;01;PRESIDENTE;NO;;;224;BUEN ESTADO;224;0;6;224;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;013;01;PRESIDENTE;NO;;;206;BUEN ESTADO;206;0;6;206;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;014;01;PRESIDENTE;NO;;;133;BUEN ESTADO;133;0;6;133;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;015;01;PRESIDENTE;NO;;;124;BUEN ESTADO;124;0;6;124;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;016;01;PRESIDENTE;NO;;;133;BUEN ESTADO;133;0;6;133;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;017;01;PRESIDENTE;NO;;;150;BUEN ESTADO;150;0;6;150;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;018;01;PRESIDENTE;NO;;;150;BUEN ESTADO;150;0;6;150;SI;JURADOS DE VOTACIÓN CONSIGNO EN EL ACTA E-11 150 SUFRAGANTES. MIENTRAS QUE EN EL E-14 SE CONSIGNARON 360. SE EVIDENCIA UN ERROR POR PARTE DEL JURADO YA QUE, LA SUMATORIA FINAL NO CON CUERDA CON EL NUMERO ESCRIT;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;019;01;PRESIDENTE;NO;;;173;BUEN ESTADO;173;0;6;173;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;020;01;PRESIDENTE;NO;;;135;BUEN ESTADO;135;0;6;135;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;021;01;PRESIDENTE;NO;;;161;BUEN ESTADO;161;0;6;161;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;02;05;I.E.D.SANFCO.JAVIERDEGARAGO;022;01;PRESIDENTE;NO;;;152;BUEN ESTADO;152;0;6;152;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
